Frequency (Hz), ch0 (dB), ch1 (dB)
19332886.00, -91.38, -92.86
19340516.00, -93.02, -91.12
19348144.00, -92.54, -90.73
19355774.00, -91.01, -91.35
19363404.00, -91.21, -90.68
19371032.00, -91.58, -93.43
19378662.00, -93.68, -92.32
19386292.00, -94.96, -94.26
19393920.00, -93.06, -92.63
19401550.00, -91.52, -90.83
19409180.00, -94.36, -89.84
19416810.00, -92.44, -91.75
19424438.00, -91.13, -94.84
19432068.00, -91.42, -91.28
19439698.00, -92.83, -92.62
19447326.00, -92.60, -93.29
19454956.00, -91.98, -90.56
19462586.00, -90.07, -91.96
19470214.00, -90.29, -93.31
19477844.00, -91.14, -91.41
19485474.00, -92.95, -96.05
19493104.00, -94.41, -93.55
19500732.00, -92.67, -94.17
19508362.00, -92.07, -93.65
19515992.00, -95.74, -91.21
19523620.00, -95.35, -89.87
19531250.00, -97.23, -93.75
19538880.00, -90.86, -95.20
19546508.00, -90.37, -94.89
19554138.00, -90.08, -94.68
19561768.00, -94.89, -92.45
19569396.00, -93.92, -91.66
19577026.00, -94.78, -91.54
19584656.00, -93.09, -90.56
19592286.00, -90.47, -88.79
19599914.00, -89.82, -89.28
19607544.00, -90.41, -92.06
19615174.00, -92.51, -92.77
19622802.00, -92.37, -89.68
19630432.00, -91.91, -90.95
19638062.00, -91.05, -93.36
19645690.00, -90.84, -92.41
19653320.00, -91.71, -90.51
19660950.00, -92.07, -95.26
19668580.00, -90.84, -90.88
19676208.00, -93.55, -92.77
19683838.00, -94.79, -93.29
19691468.00, -92.63, -92.19
19699096.00, -91.91, -91.15
19706726.00, -92.07, -92.50
19714356.00, -93.08, -94.07
19721984.00, -95.63, -91.44
19729614.00, -91.41, -91.07
19737244.00, -92.20, -91.04
19744874.00, -88.93, -93.86
19752502.00, -91.30, -93.44
19760132.00, -92.35, -91.38
19767762.00, -91.35, -92.20
19775390.00, -92.19, -90.93
19783020.00, -89.95, -91.65
19790650.00, -88.84, -95.32
19798278.00, -91.29, -92.62
19805908.00, -92.69, -89.56
19813538.00, -92.51, -90.78
19821166.00, -94.01, -92.35
19828796.00, -93.92, -91.11
19836426.00, -91.73, -91.63
19844056.00, -90.76, -92.34
19851684.00, -90.81, -93.09
19859314.00, -91.34, -92.89
19866944.00, -96.53, -91.11
19874572.00, -91.78, -91.30
19882202.00, -95.24, -91.50
19889832.00, -92.22, -90.35
19897460.00, -91.47, -92.17
19905090.00, -93.01, -91.90
19912720.00, -94.06, -93.93
19920350.00, -93.53, -90.69
19927978.00, -93.60, -92.23
19935608.00, -95.14, -91.63
19943238.00, -92.62, -91.29
19950866.00, -95.66, -90.93
19958496.00, -91.06, -91.53
19966126.00, -93.30, -90.39
19973754.00, -93.45, -88.22
19981384.00, -93.86, -92.55
19989014.00, -90.96, -91.82
19996644.00, -92.58, -92.14
20004272.00, -90.49, -90.92
20011902.00, -91.03, -90.53
20019532.00, -93.70, -92.54
20027160.00, -91.22, -92.37
20034790.00, -90.77, -90.77
20042420.00, -92.46, -91.26
20050048.00, -92.87, -94.06
20057678.00, -91.11, -92.08
20065308.00, -91.80, -92.45
20072938.00, -92.30, -89.79
20080566.00, -92.66, -92.45
20088196.00, -95.35, -89.33
20095826.00, -93.92, -90.01
20103454.00, -91.88, -90.22
20111084.00, -91.92, -89.16
20118714.00, -91.60, -89.79
20126342.00, -92.02, -89.53
20133972.00, -94.53, -88.49
20141602.00, -93.10, -91.65
20149230.00, -96.02, -94.06
20156860.00, -90.80, -93.74
20164490.00, -88.61, -90.77
20172120.00, -87.88, -89.75
20179748.00, -90.40, -90.78
20187378.00, -90.74, -91.52
20195008.00, -92.00, -91.41
20202636.00, -90.87, -95.68
20210266.00, -89.62, -92.08
20217896.00, -88.83, -92.69
20225524.00, -89.04, -93.95
20233154.00, -92.20, -93.88
20240784.00, -92.59, -92.92
20248414.00, -93.42, -91.05
20256042.00, -90.11, -92.48
20263672.00, -89.84, -93.33
20271302.00, -90.35, -93.72
20278930.00, -90.89, -91.57
20286560.00, -91.30, -94.32
20294190.00, -90.80, -93.47
20301818.00, -89.70, -93.33
20309448.00, -90.63, -92.67
20317078.00, -89.20, -93.49
20324708.00, -89.61, -91.86
20332336.00, -89.93, -92.94
20339966.00, -91.06, -90.47
20347596.00, -93.54, -90.24
20355224.00, -91.16, -92.12
20362854.00, -90.71, -91.53
20370484.00, -93.82, -87.46
20378112.00, -93.57, -86.96
20385742.00, -95.91, -89.25
20393372.00, -91.84, -92.72
20401000.00, -95.03, -94.77
20408630.00, -93.68, -91.13
20416260.00, -91.66, -90.19
20423890.00, -90.13, -90.36
20431518.00, -91.05, -91.46
20439148.00, -91.85, -92.29
20446778.00, -94.14, -93.42
20454406.00, -92.95, -92.60
20462036.00, -96.40, -89.69
20469666.00, -91.55, -91.31
20477294.00, -90.52, -93.38
20484924.00, -93.38, -93.60
20492554.00, -90.46, -91.24
20500184.00, -90.74, -92.35
20507812.00, -94.35, -92.27
20515442.00, -92.42, -92.99
20523072.00, -91.09, -92.38
20530700.00, -89.91, -90.27
20538330.00, -89.92, -93.48
20545960.00, -94.90, -96.03
20553588.00, -91.13, -93.32
20561218.00, -91.61, -96.07
20568848.00, -91.10, -92.41
20576478.00, -90.57, -94.35
20584106.00, -92.49, -96.41
20591736.00, -91.46, -92.01
20599366.00, -94.84, -90.76
20606994.00, -92.94, -92.68
20614624.00, -92.04, -97.36
20622254.00, -93.48, -94.28
20629882.00, -91.23, -94.05
20637512.00, -89.75, -95.49
20645142.00, -90.16, -93.81
20652770.00, -89.49, -94.20
20660400.00, -90.15, -91.34
20668030.00, -92.13, -91.91
20675660.00, -94.09, -90.43
20683288.00, -93.52, -88.37
20690918.00, -90.57, -90.69
20698548.00, -91.90, -91.17
20706176.00, -93.98, -91.26
20713806.00, -94.15, -95.92
20721436.00, -92.86, -92.16
20729064.00, -91.00, -91.52
20736694.00, -93.31, -90.21
20744324.00, -94.55, -90.16
20751954.00, -90.92, -92.03
20759582.00, -91.33, -93.26
20767212.00, -91.73, -93.48
20774842.00, -90.61, -91.22
20782470.00, -92.28, -90.52
20790100.00, -92.55, -92.81
20797730.00, -90.83, -93.42
20805358.00, -89.37, -93.23
20812988.00, -94.29, -89.81
20820618.00, -90.17, -89.13
20828248.00, -91.57, -91.42
20835876.00, -94.47, -92.66
20843506.00, -90.80, -93.38
20851136.00, -92.09, -91.61
20858764.00, -89.66, -92.40
20866394.00, -94.73, -93.02
20874024.00, -90.96, -92.55
20881652.00, -89.04, -90.77
20889282.00, -91.75, -93.10
20896912.00, -93.93, -93.35
20904542.00, -92.60, -92.52
20912170.00, -92.88, -92.92
20919800.00, -90.98, -91.16
20927430.00, -89.69, -90.22
20935058.00, -93.69, -93.58
20942688.00, -91.42, -93.31
20950318.00, -91.19, -90.70
20957946.00, -94.96, -90.82
20965576.00, -90.15, -91.56
20973206.00, -93.32, -92.08
20980834.00, -93.59, -90.20
20988464.00, -92.80, -90.56
20996094.00, -91.97, -91.23
21003724.00, -92.16, -91.51
21011352.00, -92.69, -92.30
21018982.00, -90.60, -92.76
21026612.00, -90.41, -88.72
21034240.00, -97.86, -89.23
21041870.00, -93.63, -92.55
21049500.00, -92.56, -91.94
21057128.00, -92.99, -95.29
21064758.00, -90.14, -93.20
21072388.00, -92.92, -93.27
21080018.00, -88.81, -93.52
21087646.00, -92.59, -93.52
21095276.00, -91.85, -90.30
21102906.00, -93.99, -93.10
21110534.00, -89.05, -90.62
21118164.00, -90.53, -90.83
21125794.00, -93.00, -91.07
21133422.00, -95.81, -91.00
21141052.00, -92.74, -91.31
21148682.00, -90.91, -90.62
21156312.00, -92.25, -89.05
21163940.00, -92.43, -91.26
21171570.00, -91.45, -94.82
21179200.00, -94.39, -93.99
21186828.00, -95.72, -93.38
21194458.00, -94.91, -93.13
21202088.00, -91.85, -92.58
21209716.00, -90.48, -91.66
21217346.00, -93.43, -91.48
21224976.00, -93.43, -90.82
21232604.00, -93.96, -89.65
21240234.00, -89.50, -90.30
21247864.00, -91.43, -92.67
21255494.00, -91.07, -91.33
21263122.00, -89.71, -90.83
21270752.00, -91.42, -93.36
21278382.00, -90.97, -93.36
21286010.00, -91.30, -92.57
21293640.00, -93.18, -91.20
21301270.00, -94.18, -91.90
21308898.00, -97.21, -92.14
21316528.00, -96.24, -94.54
21324158.00, -93.54, -95.30
21331788.00, -91.15, -90.87
21339416.00, -89.50, -91.97
21347046.00, -91.73, -92.00
21354676.00, -94.18, -90.14
21362304.00, -90.37, -89.84
21369934.00, -92.32, -91.63
21377564.00, -92.11, -93.48
21385192.00, -94.83, -91.48
21392822.00, -93.82, -91.96
21400452.00, -91.96, -93.04
21408082.00, -93.60, -90.49
21415710.00, -92.49, -91.36
21423340.00, -89.13, -95.03
21430970.00, -93.72, -92.97
21438598.00, -93.31, -91.70
21446228.00, -92.26, -92.20
21453858.00, -93.53, -90.90
21461486.00, -97.36, -91.43
21469116.00, -91.56, -91.26
21476746.00, -92.43, -93.14
21484376.00, -95.37, -92.21
21492004.00, -89.73, -91.81
21499634.00, -91.10, -92.59
21507264.00, -91.84, -93.36
21514892.00, -94.35, -91.64
21522522.00, -92.35, -91.00
21530152.00, -93.45, -91.39
21537780.00, -92.64, -92.73
21545410.00, -93.84, -89.70
21553040.00, -92.50, -92.50
21560668.00, -93.69, -90.67
21568298.00, -91.90, -93.37
21575928.00, -92.51, -92.48
21583558.00, -92.86, -92.40
21591186.00, -90.43, -94.45
21598816.00, -90.39, -94.14
21606446.00, -92.60, -93.43
21614074.00, -92.11, -90.81
21621704.00, -91.30, -90.59
21629334.00, -93.65, -89.71
21636962.00, -92.29, -91.66
21644592.00, -93.59, -91.43
21652222.00, -94.44, -92.39
21659852.00, -90.81, -93.16
21667480.00, -88.30, -92.27
21675110.00, -89.52, -91.15
21682740.00, -91.19, -91.92
21690368.00, -90.10, -91.61
21697998.00, -91.63, -93.51
21705628.00, -91.99, -93.44
21713256.00, -89.44, -94.13
21720886.00, -90.28, -91.02
21728516.00, -89.75, -91.38
21736146.00, -91.05, -91.69
21743774.00, -92.65, -91.06
21751404.00, -92.23, -93.23
21759034.00, -93.98, -91.91
21766662.00, -91.88, -90.82
21774292.00, -91.80, -90.47
21781922.00, -93.72, -88.97
21789550.00, -94.61, -91.75
21797180.00, -91.78, -91.84
21804810.00, -90.38, -92.70
21812438.00, -91.88, -93.58
21820068.00, -91.37, -91.76
21827698.00, -94.49, -95.42
21835328.00, -90.68, -96.37
21842956.00, -90.49, -94.33
21850586.00, -90.90, -93.33
21858216.00, -94.16, -91.88
21865844.00, -93.15, -92.62
21873474.00, -93.28, -93.85
21881104.00, -91.70, -92.35
21888732.00, -94.83, -91.82
21896362.00, -90.01, -90.76
21903992.00, -91.25, -90.94
21911622.00, -92.28, -92.53
21919250.00, -93.46, -95.94
21926880.00, -93.18, -94.01
21934510.00, -91.63, -94.79
21942138.00, -94.78, -94.10
21949768.00, -93.93, -92.72
21957398.00, -93.74, -90.35
21965026.00, -93.84, -95.17
21972656.00, -92.97, -90.95
21980286.00, -90.99, -89.86
21987916.00, -91.41, -91.50
21995544.00, -93.22, -91.05
22003174.00, -91.03, -90.02
22010804.00, -90.63, -91.02
22018432.00, -93.48, -92.97
22026062.00, -90.96, -95.96
22033692.00, -90.87, -92.10
22041320.00, -92.92, -90.86
22048950.00, -90.40, -92.78
22056580.00, -94.69, -91.36
22064208.00, -94.81, -90.04
22071838.00, -93.94, -88.85
22079468.00, -92.69, -93.39
22087098.00, -90.69, -94.42
22094726.00, -94.25, -92.00
22102356.00, -91.82, -93.90
22109986.00, -89.66, -92.66
22117614.00, -93.88, -89.87
22125244.00, -92.13, -88.52
22132874.00, -93.19, -91.29
22140502.00, -91.62, -93.37
22148132.00, -91.99, -89.09
22155762.00, -92.53, -90.91
22163392.00, -92.87, -90.77
22171020.00, -92.49, -90.49
22178650.00, -92.41, -94.09
22186280.00, -94.07, -93.14
22193908.00, -93.63, -93.66
22201538.00, -93.34, -92.87
22209168.00, -93.01, -93.73
22216796.00, -94.11, -91.62
22224426.00, -91.51, -91.40
22232056.00, -91.22, -88.99
22239686.00, -90.78, -90.67
22247314.00, -89.97, -93.99
22254944.00, -90.45, -90.89
22262574.00, -91.91, -90.28
22270202.00, -92.16, -91.43
22277832.00, -92.05, -91.09
22285462.00, -95.76, -90.93
22293090.00, -92.85, -90.49
22300720.00, -92.38, -93.61
22308350.00, -92.59, -92.33
22315980.00, -91.97, -93.62
22323608.00, -92.19, -92.55
22331238.00, -94.54, -95.34
22338868.00, -93.88, -91.59
22346496.00, -91.83, -94.58
22354126.00, -92.85, -90.62
22361756.00, -90.67, -90.07
22369384.00, -91.31, -91.03
22377014.00, -92.24, -97.22
22384644.00, -90.34, -97.36
22392272.00, -91.44, -91.47
22399902.00, -91.57, -92.07
22407532.00, -91.68, -92.10
22415162.00, -90.42, -91.18
22422790.00, -90.25, -90.93
22430420.00, -92.14, -91.86
22438050.00, -93.95, -90.83
22445678.00, -93.95, -90.72
22453308.00, -91.49, -89.71
22460938.00, -93.41, -89.98
22468566.00, -91.32, -90.86
22476196.00, -89.12, -92.66
22483826.00, -89.83, -92.70
22491456.00, -92.05, -94.37
22499084.00, -91.01, -92.60
22506714.00, -90.21, -93.38
22514344.00, -92.55, -92.68
22521972.00, -91.44, -91.16
22529602.00, -92.87, -91.24
22537232.00, -91.75, -92.71
22544860.00, -95.24, -92.43
22552490.00, -93.26, -91.25
22560120.00, -92.87, -91.50
22567750.00, -92.02, -91.55
22575378.00, -91.94, -92.46
22583008.00, -92.31, -93.07
22590638.00, -92.00, -92.47
22598266.00, -89.92, -94.95
22605896.00, -92.71, -95.51
22613526.00, -89.31, -93.64
22621154.00, -92.36, -94.92
22628784.00, -90.62, -96.15
22636414.00, -92.27, -92.69
22644042.00, -92.64, -91.38
22651672.00, -92.60, -91.24
22659302.00, -94.15, -94.71
22666932.00, -93.58, -92.06
22674560.00, -94.42, -91.23
22682190.00, -93.01, -91.16
22689820.00, -91.83, -94.44
22697448.00, -92.14, -93.87
22705078.00, -90.97, -94.77
22712708.00, -91.74, -94.01
22720336.00, -92.78, -92.92
22727966.00, -92.77, -94.39
22735596.00, -91.96, -91.74
22743226.00, -90.36, -90.65
22750854.00, -90.78, -91.29
22758484.00, -93.19, -89.98
22766114.00, -89.87, -90.41
22773742.00, -90.05, -91.95
22781372.00, -91.13, -93.49
22789002.00, -90.48, -90.62
22796630.00, -92.04, -90.70
22804260.00, -92.04, -94.36
22811890.00, -92.05, -92.58
22819520.00, -89.91, -96.08
22827148.00, -90.53, -92.71
22834778.00, -93.10, -90.81
22842408.00, -94.00, -89.21
22850036.00, -91.57, -91.34
22857666.00, -90.10, -91.95
22865296.00, -91.87, -90.95
22872924.00, -92.30, -92.36
22880554.00, -89.93, -91.74
22888184.00, -91.14, -88.82
22895812.00, -92.14, -91.46
22903442.00, -93.86, -90.20
22911072.00, -94.72, -92.70
22918702.00, -93.37, -94.34
22926330.00, -89.89, -89.58
22933960.00, -89.14, -90.84
22941590.00, -92.08, -93.58
22949218.00, -90.75, -95.52
22956848.00, -92.00, -89.22
22964478.00, -92.15, -89.29
22972106.00, -89.98, -92.05
22979736.00, -88.86, -91.78
22987366.00, -90.33, -93.23
22994996.00, -94.95, -93.96
23002624.00, -93.28, -92.97
23010254.00, -88.28, -92.49
23017884.00, -92.08, -89.20
23025512.00, -92.72, -92.17
23033142.00, -93.81, -88.92
23040772.00, -94.41, -91.17
23048400.00, -92.92, -90.29
23056030.00, -92.65, -91.20
23063660.00, -95.15, -89.96
23071290.00, -94.80, -91.96
23078918.00, -95.39, -92.05
23086548.00, -91.76, -93.78
23094178.00, -92.89, -92.42
23101806.00, -93.97, -93.55
23109436.00, -93.14, -94.95
23117066.00, -90.61, -93.24
23124694.00, -91.39, -93.19
23132324.00, -94.78, -91.08
23139954.00, -93.37, -89.25
23147584.00, -91.69, -91.21
23155212.00, -89.96, -91.20
23162842.00, -91.80, -91.52
23170472.00, -94.37, -93.51
23178100.00, -93.66, -91.77
23185730.00, -92.18, -93.22
23193360.00, -91.92, -90.99
23200988.00, -93.12, -92.76
23208618.00, -93.70, -93.04
23216248.00, -90.67, -94.73
23223876.00, -92.85, -91.37
23231506.00, -91.93, -92.11
23239136.00, -90.30, -93.85
23246766.00, -89.74, -91.82
23254394.00, -91.22, -91.29
23262024.00, -91.84, -97.09
23269654.00, -92.31, -94.30
23277282.00, -94.95, -90.67
23284912.00, -95.27, -91.96
23292542.00, -91.82, -92.28
23300170.00, -90.24, -90.42
23307800.00, -91.58, -92.40
23315430.00, -90.65, -94.16
23323060.00, -91.49, -93.60
23330688.00, -93.37, -95.45
23338318.00, -92.71, -91.09
23345948.00, -94.69, -92.26
23353576.00, -94.30, -91.05
23361206.00, -93.78, -91.59
23368836.00, -91.64, -93.01
23376464.00, -92.94, -91.22
23384094.00, -91.57, -90.68
23391724.00, -91.87, -90.61
23399354.00, -94.55, -91.69
23406982.00, -94.42, -91.44
23414612.00, -93.43, -92.58
23422242.00, -91.25, -90.68
23429870.00, -90.03, -91.72
23437500.00, -90.86, -91.89
23445130.00, -92.86, -91.89
23452758.00, -90.39, -94.38
23460388.00, -92.55, -94.19
23468018.00, -92.83, -95.15
23475646.00, -92.38, -93.03
23483276.00, -93.34, -92.76
23490906.00, -93.25, -94.42
23498536.00, -92.06, -93.15
23506164.00, -90.52, -95.51
23513794.00, -91.48, -92.09
23521424.00, -91.49, -90.31
23529052.00, -92.33, -89.37
23536682.00, -90.83, -91.61
23544312.00, -93.72, -99.56
23551940.00, -90.65, -92.48
23559570.00, -92.18, -95.42
23567200.00, -91.66, -95.05
23574830.00, -91.54, -87.97
23582458.00, -89.33, -90.90
23590088.00, -89.22, -90.04
23597718.00, -91.45, -90.01
23605346.00, -94.77, -92.86
23612976.00, -90.39, -91.45
23620606.00, -92.33, -92.56
23628234.00, -93.79, -89.56
23635864.00, -90.69, -94.75
23643494.00, -91.35, -94.22
23651124.00, -94.02, -92.09
23658752.00, -91.25, -91.42
23666382.00, -91.76, -91.80
23674012.00, -92.32, -91.63
23681640.00, -90.14, -92.38
23689270.00, -89.51, -92.10
23696900.00, -90.97, -88.86
23704528.00, -91.30, -89.72
23712158.00, -90.69, -92.00
23719788.00, -92.07, -92.21
23727416.00, -93.20, -90.00
23735046.00, -92.87, -89.34
23742676.00, -89.96, -91.02
23750306.00, -90.74, -90.00
23757934.00, -92.00, -90.27
23765564.00, -94.82, -88.45
23773194.00, -93.27, -90.91
23780822.00, -93.26, -92.30
23788452.00, -91.70, -90.86
23796082.00, -89.89, -91.57
23803710.00, -90.28, -91.18
23811340.00, -92.07, -90.70
23818970.00, -95.27, -92.72
23826600.00, -93.18, -94.01
23834228.00, -94.55, -94.11
23841858.00, -92.76, -89.39
23849488.00, -95.07, -92.20
23857116.00, -92.22, -92.86
23864746.00, -89.91, -91.78
23872376.00, -91.69, -94.11
23880004.00, -91.90, -91.42
23887634.00, -94.24, -90.98
23895264.00, -93.97, -94.43
23902894.00, -91.27, -90.89
23910522.00, -91.39, -91.87
23918152.00, -90.27, -90.97
23925782.00, -90.76, -89.81
23933410.00, -90.55, -93.14
23941040.00, -90.22, -95.02
23948670.00, -91.73, -90.62
23956298.00, -91.86, -92.34
23963928.00, -90.67, -94.62
23971558.00, -90.56, -92.02
23979188.00, -94.19, -91.43
23986816.00, -91.99, -92.60
23994446.00, -92.29, -91.93
24002076.00, -92.36, -90.93
24009704.00, -90.91, -92.29
24017334.00, -91.78, -94.09
24024964.00, -93.03, -92.24
24032592.00, -94.06, -94.07
24040222.00, -93.68, -90.90
24047852.00, -91.85, -91.97
24055480.00, -92.38, -91.84
24063110.00, -96.91, -90.35
24070740.00, -93.95, -90.07
24078370.00, -96.96, -91.72
24085998.00, -90.94, -94.24
24093628.00, -90.57, -90.28
24101258.00, -91.95, -93.23
24108886.00, -92.24, -89.68
24116516.00, -91.88, -89.49
24124146.00, -93.05, -92.58
24131774.00, -92.11, -93.83
24139404.00, -90.25, -92.64
24147034.00, -92.66, -88.64
24154664.00, -94.86, -91.81
24162292.00, -94.07, -91.30
24169922.00, -94.26, -91.87
24177552.00, -92.66, -92.97
24185180.00, -95.58, -94.44
24192810.00, -91.77, -92.39
24200440.00, -93.64, -93.02
24208068.00, -97.74, -92.50
24215698.00, -93.26, -93.57
24223328.00, -91.21, -93.27
24230958.00, -91.44, -90.11
24238586.00, -92.96, -89.93
24246216.00, -91.18, -92.85
24253846.00, -92.78, -89.40
24261474.00, -93.89, -89.91
24269104.00, -95.51, -90.62
24276734.00, -92.91, -92.12
24284362.00, -92.93, -91.62
24291992.00, -92.04, -91.91
24299622.00, -91.79, -92.51
24307250.00, -95.21, -93.10
24314880.00, -92.95, -90.11
24322510.00, -93.18, -92.42
24330140.00, -91.27, -96.66
24337768.00, -88.34, -93.22
24345398.00, -88.53, -89.59
24353028.00, -92.92, -91.16
24360656.00, -92.34, -92.20
24368286.00, -89.80, -88.79
24375916.00, -95.32, -88.83
24383544.00, -91.17, -91.37
24391174.00, -92.86, -89.98
24398804.00, -91.14, -95.72
24406434.00, -92.44, -93.37
24414062.00, -91.40, -91.22
24421692.00, -92.49, -93.96
24429322.00, -92.27, -93.75
24436950.00, -91.91, -91.98
24444580.00, -91.46, -94.07
24452210.00, -90.35, -93.97
24459838.00, -92.92, -93.70
24467468.00, -93.47, -92.39
24475098.00, -96.37, -92.45
24482728.00, -93.53, -91.06
24490356.00, -90.64, -92.08
24497986.00, -90.80, -94.58
24505616.00, -92.38, -93.20
24513244.00, -92.78, -91.44
24520874.00, -94.25, -90.46
24528504.00, -92.57, -89.85
24536132.00, -91.20, -93.88
24543762.00, -93.19, -91.21
24551392.00, -91.79, -89.19
24559020.00, -89.94, -90.65
24566650.00, -94.41, -88.38
24574280.00, -93.62, -90.49
24581910.00, -91.98, -94.34
24589538.00, -92.37, -91.46
24597168.00, -91.29, -91.52
24604798.00, -90.93, -92.08
24612426.00, -95.42, -89.84
24620056.00, -92.76, -90.94
24627686.00, -91.09, -90.54
24635314.00, -90.73, -91.05
24642944.00, -91.03, -90.66
24650574.00, -89.78, -90.98
24658204.00, -90.98, -93.80
24665832.00, -93.65, -90.54
24673462.00, -95.34, -92.45
24681092.00, -92.25, -97.04
24688720.00, -92.97, -94.42
24696350.00, -96.29, -89.71
24703980.00, -94.45, -90.87
24711608.00, -92.52, -89.96
24719238.00, -92.52, -89.15
24726868.00, -91.91, -90.77
24734498.00, -91.46, -91.27
24742126.00, -94.00, -89.71
24749756.00, -93.63, -88.61
24757386.00, -91.75, -93.38
24765014.00, -90.68, -90.61
24772644.00, -90.08, -91.90
24780274.00, -91.62, -92.50
24787902.00, -89.49, -95.93
24795532.00, -88.93, -95.09
24803162.00, -90.36, -93.42
24810792.00, -91.05, -91.56
24818420.00, -94.00, -92.18
24826050.00, -92.18, -92.88
24833680.00, -91.71, -94.52
24841308.00, -94.76, -91.53
24848938.00, -93.34, -90.49
24856568.00, -91.44, -94.76
24864196.00, -93.02, -91.94
24871826.00, -93.27, -92.12
24879456.00, -93.42, -94.24
24887084.00, -90.47, -92.42
24894714.00, -89.85, -90.12
24902344.00, -94.52, -90.62
24909974.00, -94.15, -94.62
24917602.00, -95.37, -94.13
24925232.00, -96.26, -91.18
24932862.00, -97.34, -92.73
