Frequency (Hz), ch0 (dB), ch1 (dB)
25184632.00, -92.15, -92.65
25192260.00, -94.95, -92.53
25199890.00, -95.84, -91.75
25207520.00, -95.09, -92.67
25215148.00, -92.00, -92.96
25222778.00, -91.91, -92.21
25230408.00, -90.70, -90.01
25238038.00, -91.65, -91.68
25245666.00, -91.49, -92.24
25253296.00, -88.97, -92.69
25260926.00, -92.26, -91.64
25268554.00, -93.15, -94.59
25276184.00, -91.96, -92.53
25283814.00, -88.98, -88.96
25291442.00, -90.06, -90.65
25299072.00, -90.76, -93.16
25306702.00, -91.79, -93.78
25314332.00, -91.34, -94.54
25321960.00, -93.66, -92.60
25329590.00, -94.03, -88.40
25337220.00, -93.75, -88.28
25344848.00, -93.54, -89.71
25352478.00, -92.74, -93.29
25360108.00, -93.32, -89.94
25367736.00, -94.96, -90.77
25375366.00, -92.12, -95.89
25382996.00, -93.48, -91.54
25390624.00, -90.67, -89.59
25398254.00, -91.93, -90.51
25405884.00, -95.08, -90.06
25413514.00, -93.12, -88.71
25421142.00, -93.79, -88.24
25428772.00, -92.33, -92.29
25436402.00, -90.88, -90.41
25444030.00, -90.45, -91.93
25451660.00, -92.14, -91.73
25459290.00, -92.11, -91.47
25466918.00, -89.84, -93.21
25474548.00, -90.11, -93.20
25482178.00, -91.16, -90.83
25489808.00, -95.21, -93.23
25497436.00, -91.53, -90.98
25505066.00, -90.97, -92.92
25512696.00, -91.53, -90.03
25520324.00, -91.19, -91.58
25527954.00, -90.68, -95.63
25535584.00, -91.29, -91.46
25543212.00, -91.69, -89.96
25550842.00, -91.49, -91.61
25558472.00, -93.96, -92.66
25566102.00, -92.74, -93.58
25573730.00, -93.54, -88.60
25581360.00, -95.27, -90.71
25588990.00, -95.03, -91.21
25596618.00, -92.51, -92.73
25604248.00, -92.59, -91.63
25611878.00, -91.55, -89.54
25619506.00, -89.37, -92.27
25627136.00, -92.14, -92.67
25634766.00, -93.82, -93.32
25642396.00, -94.54, -92.44
25650024.00, -91.92, -93.36
25657654.00, -91.56, -90.06
25665284.00, -92.11, -91.64
25672912.00, -91.85, -89.22
25680542.00, -95.01, -90.48
25688172.00, -92.45, -91.51
25695800.00, -91.96, -93.27
25703430.00, -93.53, -90.73
25711060.00, -91.48, -91.64
25718688.00, -92.27, -90.32
25726318.00, -94.88, -94.19
25733948.00, -96.00, -95.43
25741578.00, -93.21, -92.98
25749206.00, -92.75, -91.87
25756836.00, -94.26, -90.61
25764466.00, -95.51, -90.71
25772094.00, -91.95, -93.45
25779724.00, -91.84, -90.64
25787354.00, -92.59, -93.03
25794982.00, -89.64, -95.37
25802612.00, -89.10, -91.76
25810242.00, -88.79, -90.65
25817872.00, -90.98, -90.58
25825500.00, -92.78, -92.85
25833130.00, -92.26, -94.00
25840760.00, -90.28, -92.16
25848388.00, -91.22, -92.57
25856018.00, -92.32, -93.66
25863648.00, -90.98, -89.40
25871276.00, -92.54, -89.80
25878906.00, -91.68, -92.27
25886536.00, -93.08, -93.10
25894166.00, -92.68, -94.91
25901794.00, -91.65, -96.50
25909424.00, -90.29, -94.08
25917054.00, -94.92, -92.64
25924682.00, -95.87, -93.19
25932312.00, -92.16, -92.12
25939942.00, -91.04, -91.71
25947570.00, -90.17, -91.89
25955200.00, -89.60, -93.55
25962830.00, -88.89, -97.37
25970458.00, -91.87, -92.73
25978088.00, -92.75, -93.29
25985718.00, -90.71, -90.48
25993348.00, -90.18, -91.30
26000976.00, -90.04, -91.96
26008606.00, -90.67, -93.94
26016236.00, -94.14, -95.19
26023864.00, -92.66, -89.96
26031494.00, -92.62, -92.09
26039124.00, -92.26, -89.33
26046752.00, -90.95, -92.57
26054382.00, -93.62, -90.87
26062012.00, -97.82, -88.06
26069642.00, -94.15, -90.45
26077270.00, -93.53, -91.67
26084900.00, -91.79, -95.50
26092530.00, -91.54, -93.77
26100158.00, -93.96, -90.14
26107788.00, -93.07, -91.75
26115418.00, -89.29, -94.13
26123046.00, -94.27, -96.14
26130676.00, -92.28, -96.60
26138306.00, -94.06, -90.97
26145936.00, -93.30, -92.79
26153564.00, -93.26, -92.56
26161194.00, -90.26, -93.94
26168824.00, -90.34, -93.73
26176452.00, -91.57, -94.90
26184082.00, -92.31, -93.62
26191712.00, -90.64, -90.91
26199340.00, -93.47, -90.59
26206970.00, -95.01, -93.85
26214600.00, -92.26, -94.63
26222230.00, -93.61, -89.76
26229858.00, -90.25, -90.58
26237488.00, -90.78, -90.42
26245118.00, -92.05, -94.05
26252746.00, -89.89, -92.72
26260376.00, -92.26, -95.85
26268006.00, -94.28, -91.78
26275634.00, -93.51, -90.75
26283264.00, -92.10, -91.54
26290894.00, -91.55, -90.87
26298522.00, -93.65, -90.90
26306152.00, -93.99, -96.00
26313782.00, -93.52, -94.92
26321412.00, -90.44, -96.08
26329040.00, -93.23, -94.36
26336670.00, -90.57, -90.97
26344300.00, -87.62, -88.84
26351928.00, -91.15, -93.78
26359558.00, -90.82, -91.36
26367188.00, -93.67, -91.22
26374816.00, -91.60, -92.50
26382446.00, -90.14, -92.90
26390076.00, -90.86, -90.77
26397706.00, -90.46, -90.95
26405334.00, -93.05, -90.76
26412964.00, -91.69, -93.75
26420594.00, -94.44, -95.82
26428222.00, -94.24, -94.06
26435852.00, -90.56, -95.79
26443482.00, -90.29, -92.68
26451110.00, -93.22, -92.52
26458740.00, -92.92, -93.00
26466370.00, -92.42, -92.72
26474000.00, -93.31, -89.03
26481628.00, -94.88, -89.54
26489258.00, -94.95, -90.62
26496888.00, -92.20, -92.83
26504516.00, -92.65, -90.42
26512146.00, -90.05, -90.65
26519776.00, -91.25, -89.90
26527404.00, -91.21, -88.85
26535034.00, -89.09, -92.26
26542664.00, -90.30, -92.69
26550292.00, -91.11, -91.78
26557922.00, -95.43, -94.08
26565552.00, -93.55, -90.63
26573182.00, -89.87, -91.37
26580810.00, -87.32, -92.65
26588440.00, -88.70, -91.77
26596070.00, -89.64, -92.10
26603698.00, -91.81, -92.83
26611328.00, -94.45, -93.48
26618958.00, -90.94, -92.09
26626586.00, -91.24, -94.77
26634216.00, -94.30, -91.28
26641846.00, -92.11, -90.71
26649476.00, -94.23, -91.27
26657104.00, -92.35, -90.42
26664734.00, -88.96, -92.01
26672364.00, -91.56, -93.14
26679992.00, -90.31, -91.36
26687622.00, -89.51, -92.29
26695252.00, -91.33, -91.31
26702880.00, -93.00, -91.09
26710510.00, -92.11, -90.37
26718140.00, -92.27, -90.59
26725770.00, -91.75, -91.83
26733398.00, -91.25, -92.96
26741028.00, -94.17, -94.18
26748658.00, -92.52, -90.74
26756286.00, -90.86, -89.35
26763916.00, -95.40, -90.38
26771546.00, -92.79, -94.26
26779174.00, -90.47, -89.60
26786804.00, -89.61, -89.13
26794434.00, -90.63, -91.19
26802062.00, -89.92, -91.24
26809692.00, -92.71, -93.50
26817322.00, -91.28, -91.77
26824952.00, -94.31, -89.76
26832580.00, -93.52, -91.14
26840210.00, -91.57, -92.57
26847840.00, -87.71, -95.95
26855468.00, -89.95, -93.93
26863098.00, -92.83, -91.19
26870728.00, -94.32, -92.19
26878356.00, -91.40, -91.27
26885986.00, -90.42, -89.31
26893616.00, -93.91, -87.48
26901246.00, -92.64, -90.81
26908874.00, -94.58, -92.65
26916504.00, -94.96, -90.36
26924134.00, -93.83, -92.93
26931762.00, -93.45, -91.26
26939392.00, -92.14, -94.66
26947022.00, -91.58, -93.91
26954650.00, -93.63, -96.84
26962280.00, -92.61, -92.42
26969910.00, -90.35, -91.78
26977540.00, -91.98, -93.69
26985168.00, -92.14, -88.99
26992798.00, -92.00, -89.60
27000428.00, -91.48, -92.16
27008056.00, -90.82, -91.72
27015686.00, -91.96, -91.70
27023316.00, -90.99, -94.29
27030944.00, -90.00, -91.68
27038574.00, -91.12, -92.32
27046204.00, -96.50, -90.75
27053834.00, -91.99, -94.75
27061462.00, -90.19, -91.35
27069092.00, -92.31, -88.99
27076722.00, -89.07, -93.56
27084350.00, -88.96, -92.72
27091980.00, -90.08, -90.47
27099610.00, -90.58, -91.57
27107238.00, -89.95, -93.31
27114868.00, -92.94, -93.50
27122498.00, -93.53, -91.06
27130126.00, -93.33, -92.52
27137756.00, -95.45, -93.01
27145386.00, -92.46, -95.17
27153016.00, -93.06, -96.03
27160644.00, -92.75, -91.73
27168274.00, -92.89, -91.45
27175904.00, -91.51, -90.76
27183532.00, -93.06, -90.29
27191162.00, -97.49, -92.16
27198792.00, -91.79, -92.16
27206420.00, -92.29, -91.42
27214050.00, -95.10, -93.53
27221680.00, -98.90, -93.31
27229310.00, -92.49, -89.78
27236938.00, -91.82, -90.47
27244568.00, -93.95, -92.64
27252198.00, -91.97, -90.30
27259826.00, -91.23, -90.43
27267456.00, -91.13, -92.18
27275086.00, -91.60, -92.94
27282714.00, -93.05, -93.65
27290344.00, -92.02, -93.13
27297974.00, -93.37, -92.19
27305604.00, -92.85, -91.36
27313232.00, -93.93, -93.33
27320862.00, -93.52, -91.49
27328492.00, -91.69, -91.11
27336120.00, -94.83, -91.14
27343750.00, -95.29, -92.93
27351380.00, -93.61, -91.24
27359008.00, -94.14, -91.54
27366638.00, -93.84, -91.20
27374268.00, -91.16, -92.54
27381896.00, -90.16, -89.39
27389526.00, -92.93, -94.06
27397156.00, -91.32, -91.46
27404786.00, -93.40, -90.66
27412414.00, -94.01, -92.77
27420044.00, -94.05, -89.61
27427674.00, -92.10, -94.25
27435302.00, -92.38, -93.06
27442932.00, -91.90, -91.17
27450562.00, -90.46, -91.72
27458190.00, -90.78, -92.65
27465820.00, -89.21, -92.36
27473450.00, -91.25, -91.66
27481080.00, -93.26, -90.58
27488708.00, -90.96, -91.53
27496338.00, -90.59, -92.75
27503968.00, -89.11, -92.35
27511596.00, -91.03, -91.20
27519226.00, -93.16, -92.37
27526856.00, -90.91, -91.50
27534484.00, -90.59, -91.29
27542114.00, -91.94, -93.29
27549744.00, -91.09, -94.23
27557374.00, -95.63, -94.26
27565002.00, -89.66, -93.01
27572632.00, -92.75, -89.73
27580262.00, -92.03, -89.39
27587890.00, -89.56, -92.04
27595520.00, -90.85, -91.25
27603150.00, -92.81, -94.82
27610778.00, -95.89, -91.94
27618408.00, -93.36, -90.04
27626038.00, -91.04, -91.99
27633666.00, -91.23, -95.39
27641296.00, -91.00, -94.07
27648926.00, -93.65, -92.29
27656556.00, -94.59, -91.84
27664184.00, -92.94, -93.53
27671814.00, -95.41, -96.82
27679444.00, -92.89, -93.24
27687072.00, -91.33, -92.30
27694702.00, -91.32, -92.71
27702332.00, -92.50, -91.96
27709960.00, -91.51, -90.76
27717590.00, -91.15, -90.70
27725220.00, -91.33, -89.70
27732850.00, -94.04, -91.99
27740478.00, -91.76, -92.89
27748108.00, -92.32, -90.63
27755738.00, -92.14, -89.67
27763366.00, -91.06, -91.33
27770996.00, -91.06, -90.82
27778626.00, -92.49, -90.79
27786254.00, -92.37, -92.88
27793884.00, -90.79, -93.56
27801514.00, -91.66, -93.37
27809144.00, -95.32, -91.68
27816772.00, -93.03, -91.24
27824402.00, -93.71, -91.74
27832032.00, -89.61, -91.01
27839660.00, -90.96, -92.82
27847290.00, -89.06, -95.50
27854920.00, -90.80, -92.10
27862548.00, -91.49, -94.54
27870178.00, -92.71, -94.88
27877808.00, -93.61, -91.80
27885438.00, -92.67, -91.01
27893066.00, -92.84, -89.36
27900696.00, -90.78, -93.77
27908326.00, -87.59, -88.49
27915954.00, -90.39, -89.32
27923584.00, -90.84, -90.16
27931214.00, -91.22, -89.79
27938842.00, -88.41, -92.25
27946472.00, -91.66, -92.86
27954102.00, -93.29, -94.79
27961730.00, -96.45, -93.13
27969360.00, -94.06, -92.98
27976990.00, -91.96, -93.26
27984620.00, -94.10, -94.76
27992248.00, -96.38, -89.71
27999878.00, -90.19, -93.87
28007508.00, -90.38, -93.66
28015136.00, -96.82, -91.05
28022766.00, -92.24, -90.16
28030396.00, -95.66, -91.50
28038024.00, -90.21, -90.96
28045654.00, -88.65, -91.33
28053284.00, -93.65, -94.45
28060914.00, -94.94, -92.36
28068542.00, -92.43, -93.79
28076172.00, -93.93, -93.70
28083802.00, -92.98, -97.04
28091430.00, -94.51, -92.61
28099060.00, -95.35, -91.89
28106690.00, -94.22, -91.57
28114318.00, -91.53, -92.49
28121948.00, -91.31, -92.79
28129578.00, -90.47, -91.95
28137208.00, -90.57, -91.39
28144836.00, -91.24, -91.75
28152466.00, -91.13, -95.69
28160096.00, -91.56, -95.75
28167724.00, -89.28, -94.01
28175354.00, -90.75, -92.89
28182984.00, -92.07, -93.09
28190612.00, -94.14, -88.67
28198242.00, -91.92, -91.31
28205872.00, -89.97, -90.73
28213500.00, -92.30, -89.39
28221130.00, -94.85, -92.96
28228760.00, -92.59, -91.61
28236390.00, -92.42, -90.68
28244018.00, -95.55, -92.82
28251648.00, -96.82, -91.41
28259278.00, -96.60, -89.26
28266906.00, -92.31, -93.41
28274536.00, -89.63, -94.58
28282166.00, -90.21, -95.58
28289794.00, -92.26, -90.14
28297424.00, -92.76, -92.40
28305054.00, -94.85, -96.04
28312684.00, -94.15, -92.35
28320312.00, -95.89, -94.16
28327942.00, -94.00, -91.41
28335572.00, -91.79, -93.75
28343200.00, -94.12, -92.14
28350830.00, -92.88, -91.02
28358460.00, -93.76, -92.36
28366088.00, -93.60, -93.55
28373718.00, -92.52, -94.18
28381348.00, -91.71, -91.67
28388978.00, -89.76, -92.93
28396606.00, -90.49, -92.33
28404236.00, -92.36, -94.63
28411866.00, -94.65, -94.78
28419494.00, -94.51, -93.14
28427124.00, -92.14, -91.91
28434754.00, -92.59, -89.96
28442382.00, -91.94, -94.34
28450012.00, -93.98, -90.71
28457642.00, -91.90, -91.45
28465270.00, -93.57, -91.69
28472900.00, -90.72, -90.81
28480530.00, -92.20, -91.29
28488160.00, -91.25, -91.15
28495788.00, -93.69, -92.74
28503418.00, -92.65, -94.50
28511048.00, -93.18, -91.75
28518676.00, -93.11, -91.88
28526306.00, -91.86, -90.89
28533936.00, -93.02, -93.62
28541564.00, -92.89, -95.69
28549194.00, -95.44, -89.41
28556824.00, -97.51, -92.49
28564454.00, -94.48, -90.60
28572082.00, -92.55, -88.84
28579712.00, -93.15, -89.82
28587342.00, -91.99, -91.78
28594970.00, -92.01, -93.90
28602600.00, -93.41, -92.62
28610230.00, -91.71, -94.68
28617858.00, -92.63, -94.00
28625488.00, -93.78, -93.44
28633118.00, -95.32, -91.92
28640748.00, -95.80, -91.17
28648376.00, -94.94, -88.25
28656006.00, -93.71, -88.99
28663636.00, -90.67, -92.64
28671264.00, -92.09, -95.01
28678894.00, -92.48, -92.64
28686524.00, -92.21, -91.58
28694152.00, -91.51, -89.49
28701782.00, -94.89, -91.45
28709412.00, -92.27, -95.59
28717042.00, -92.26, -91.49
28724670.00, -92.50, -90.70
28732300.00, -90.85, -93.08
28739930.00, -93.74, -92.17
28747558.00, -94.21, -90.47
28755188.00, -95.46, -90.52
28762818.00, -95.52, -89.49
28770446.00, -93.00, -90.24
28778076.00, -90.54, -89.39
28785706.00, -93.21, -94.81
28793334.00, -91.72, -91.77
28800964.00, -92.75, -92.13
28808594.00, -91.63, -90.77
28816224.00, -93.42, -91.48
28823852.00, -94.37, -91.87
28831482.00, -92.09, -91.90
28839112.00, -92.26, -90.51
28846740.00, -91.72, -91.07
28854370.00, -90.64, -90.27
28862000.00, -94.56, -92.10
28869628.00, -91.97, -90.37
28877258.00, -91.51, -90.31
28884888.00, -91.94, -89.67
28892518.00, -92.47, -89.72
28900146.00, -91.82, -92.37
28907776.00, -91.87, -94.89
28915406.00, -93.72, -92.75
28923034.00, -91.46, -94.19
28930664.00, -96.31, -92.19
28938294.00, -91.45, -93.23
28945922.00, -91.29, -90.99
28953552.00, -94.95, -91.70
28961182.00, -90.70, -98.04
28968812.00, -91.35, -95.91
28976440.00, -89.14, -91.61
28984070.00, -90.94, -93.00
28991700.00, -90.14, -90.83
28999328.00, -93.22, -93.01
29006958.00, -92.04, -94.01
29014588.00, -94.26, -93.51
29022216.00, -92.59, -93.48
29029846.00, -91.99, -89.23
29037476.00, -93.20, -88.92
29045104.00, -91.94, -88.67
29052734.00, -93.16, -91.06
29060364.00, -90.46, -92.46
29067994.00, -90.50, -91.67
29075622.00, -93.42, -89.83
29083252.00, -95.59, -89.06
29090882.00, -94.58, -94.36
29098510.00, -93.56, -91.26
29106140.00, -91.75, -91.97
29113770.00, -91.02, -94.51
29121398.00, -91.41, -92.68
29129028.00, -93.18, -91.75
29136658.00, -91.90, -90.66
29144288.00, -92.93, -89.94
29151916.00, -92.73, -96.14
29159546.00, -93.24, -92.97
29167176.00, -95.37, -93.18
29174804.00, -92.38, -91.16
29182434.00, -91.94, -90.89
29190064.00, -91.23, -93.69
29197692.00, -90.96, -95.45
29205322.00, -94.94, -92.75
29212952.00, -92.89, -89.79
29220582.00, -90.78, -92.86
29228210.00, -90.70, -93.20
29235840.00, -91.55, -90.93
29243470.00, -91.77, -93.57
29251098.00, -91.03, -92.85
29258728.00, -89.05, -93.90
29266358.00, -90.97, -94.66
29273986.00, -91.34, -95.27
29281616.00, -93.00, -93.75
29289246.00, -94.38, -94.12
29296876.00, -91.78, -91.03
29304504.00, -90.76, -92.61
29312134.00, -89.79, -94.69
29319764.00, -89.75, -96.25
29327392.00, -93.17, -91.17
29335022.00, -93.88, -92.70
29342652.00, -92.74, -94.11
29350280.00, -89.21, -91.39
29357910.00, -90.37, -91.62
29365540.00, -91.07, -92.16
29373168.00, -92.08, -92.68
29380798.00, -91.45, -91.62
29388428.00, -93.40, -90.87
29396058.00, -91.04, -90.66
29403686.00, -93.39, -90.99
29411316.00, -92.19, -92.82
29418946.00, -90.72, -93.31
29426574.00, -97.16, -91.80
29434204.00, -94.26, -93.52
29441834.00, -94.68, -93.96
29449462.00, -92.60, -93.34
29457092.00, -89.92, -91.50
29464722.00, -89.57, -90.11
29472352.00, -92.43, -94.77
29479980.00, -90.72, -93.72
29487610.00, -93.34, -91.06
29495240.00, -92.51, -93.92
29502868.00, -92.67, -90.54
29510498.00, -93.82, -90.70
29518128.00, -91.85, -93.93
29525756.00, -93.88, -94.66
29533386.00, -92.85, -94.19
29541016.00, -92.72, -92.58
29548646.00, -92.91, -94.25
29556274.00, -92.22, -92.53
29563904.00, -91.50, -96.79
29571534.00, -92.50, -96.08
29579162.00, -90.03, -92.52
29586792.00, -90.04, -90.37
29594422.00, -95.98, -91.03
29602050.00, -94.30, -92.06
29609680.00, -94.45, -92.35
29617310.00, -93.47, -93.15
29624938.00, -90.65, -90.38
29632568.00, -94.94, -93.34
29640198.00, -91.64, -91.61
29647828.00, -91.11, -92.77
29655456.00, -92.69, -93.29
29663086.00, -96.81, -91.72
29670716.00, -92.69, -92.18
29678344.00, -97.21, -93.45
29685974.00, -92.10, -93.11
29693604.00, -92.92, -92.66
29701232.00, -92.35, -92.26
29708862.00, -94.67, -90.15
29716492.00, -93.17, -90.87
29724122.00, -95.65, -93.00
29731750.00, -91.23, -94.01
29739380.00, -90.42, -91.01
29747010.00, -91.30, -92.03
29754638.00, -91.31, -91.67
29762268.00, -92.03, -93.09
29769898.00, -94.61, -94.84
29777526.00, -92.46, -95.66
29785156.00, -92.16, -92.33
29792786.00, -89.84, -92.06
29800416.00, -91.26, -93.90
29808044.00, -91.08, -92.25
29815674.00, -93.24, -94.78
29823304.00, -91.38, -90.27
29830932.00, -93.30, -91.69
29838562.00, -93.28, -99.49
29846192.00, -90.73, -95.18
29853820.00, -92.15, -94.59
29861450.00, -91.25, -95.51
29869080.00, -90.33, -90.15
29876708.00, -94.28, -92.97
29884338.00, -94.33, -93.17
29891968.00, -95.33, -94.35
29899598.00, -93.17, -91.72
29907226.00, -91.42, -89.20
29914856.00, -91.91, -90.03
29922486.00, -94.32, -92.61
29930114.00, -93.62, -94.08
29937744.00, -90.48, -94.96
29945374.00, -91.35, -92.42
29953002.00, -91.21, -93.85
29960632.00, -92.11, -95.84
29968262.00, -94.25, -94.86
29975892.00, -94.01, -91.57
29983520.00, -91.53, -88.65
29991150.00, -89.85, -90.58
29998780.00, -90.68, -91.07
30006408.00, -93.54, -92.97
30014038.00, -91.76, -93.64
30021668.00, -91.47, -93.32
30029296.00, -92.80, -89.33
30036926.00, -90.67, -89.55
30044556.00, -91.26, -89.75
30052186.00, -92.78, -92.87
30059814.00, -90.00, -93.64
30067444.00, -89.43, -92.61
30075074.00, -96.86, -93.78
30082702.00, -95.62, -93.13
30090332.00, -91.09, -97.08
30097962.00, -92.88, -89.91
30105590.00, -91.52, -90.78
30113220.00, -92.58, -91.40
30120850.00, -93.48, -91.07
30128480.00, -92.19, -92.52
30136108.00, -91.84, -91.89
30143738.00, -90.76, -90.42
30151368.00, -92.80, -89.87
30158996.00, -91.17, -91.50
30166626.00, -88.90, -94.99
30174256.00, -90.37, -93.80
30181884.00, -93.29, -92.19
30189514.00, -91.51, -89.33
30197144.00, -91.20, -91.01
30204772.00, -92.86, -91.70
30212402.00, -93.01, -88.88
30220032.00, -93.30, -89.41
30227662.00, -91.11, -90.91
30235290.00, -95.25, -93.17
30242920.00, -91.04, -93.94
30250550.00, -92.09, -93.82
30258178.00, -92.53, -93.39
30265808.00, -95.80, -91.95
30273438.00, -91.39, -89.24
30281066.00, -89.89, -89.45
30288696.00, -91.89, -92.29
30296326.00, -94.43, -90.97
30303956.00, -90.19, -89.49
30311584.00, -89.13, -90.79
30319214.00, -92.56, -89.48
30326844.00, -92.37, -94.52
30334472.00, -94.36, -95.81
30342102.00, -91.48, -95.82
30349732.00, -92.73, -92.83
30357360.00, -91.68, -91.83
30364990.00, -92.11, -92.44
30372620.00, -93.07, -92.77
30380250.00, -90.37, -89.24
30387878.00, -92.52, -88.86
30395508.00, -91.06, -91.63
30403138.00, -90.53, -95.41
30410766.00, -91.26, -91.48
30418396.00, -92.01, -93.45
30426026.00, -90.57, -91.00
30433654.00, -91.77, -89.86
30441284.00, -92.47, -91.38
30448914.00, -92.13, -93.58
30456542.00, -90.73, -93.84
30464172.00, -91.28, -92.83
30471802.00, -90.30, -92.68
30479432.00, -89.66, -94.49
30487060.00, -89.78, -90.38
30494690.00, -91.95, -93.23
30502320.00, -93.48, -94.18
30509948.00, -94.01, -92.28
30517578.00, -91.27, -94.02
30525208.00, -91.05, -94.08
30532836.00, -92.45, -91.60
30540466.00, -93.79, -93.08
30548096.00, -92.10, -95.34
30555726.00, -90.23, -91.57
30563354.00, -90.98, -90.87
30570984.00, -91.54, -93.92
30578614.00, -91.27, -90.65
30586242.00, -96.25, -91.02
30593872.00, -89.97, -94.65
30601502.00, -89.82, -91.09
30609130.00, -89.26, -92.02
30616760.00, -89.37, -92.87
30624390.00, -92.85, -91.88
30632020.00, -91.96, -92.23
30639648.00, -90.59, -93.50
30647278.00, -91.27, -91.47
30654908.00, -91.51, -92.15
30662536.00, -91.71, -90.83
30670166.00, -89.95, -90.71
30677796.00, -90.39, -90.15
30685424.00, -88.53, -89.88
30693054.00, -88.13, -90.83
30700684.00, -90.46, -91.93
30708312.00, -92.43, -93.99
30715942.00, -92.80, -91.37
30723572.00, -91.44, -88.24
30731202.00, -91.08, -90.34
30738830.00, -91.53, -94.45
30746460.00, -92.49, -93.96
30754090.00, -92.44, -91.32
30761718.00, -90.79, -91.05
30769348.00, -89.59, -90.48
30776978.00, -92.07, -93.70
30784606.00, -95.52, -92.97
30792236.00, -93.36, -91.76
30799866.00, -90.36, -90.89
30807496.00, -91.80, -91.43
30815124.00, -91.55, -91.53
30822754.00, -92.34, -92.89
30830384.00, -94.38, -90.98
30838012.00, -92.02, -93.21
30845642.00, -91.18, -94.42
30853272.00, -92.80, -93.12
30860900.00, -90.99, -90.73
30868530.00, -91.72, -91.02
30876160.00, -92.45, -93.86
30883790.00, -90.44, -94.06
30891418.00, -93.99, -93.20
30899048.00, -89.18, -95.25
30906678.00, -89.98, -91.05
30914306.00, -92.14, -91.31
30921936.00, -91.61, -94.30
30929566.00, -92.70, -94.26
30937194.00, -96.47, -93.23
30944824.00, -92.35, -96.29
30952454.00, -91.59, -92.14
30960084.00, -88.90, -93.97
30967712.00, -93.45, -94.56
30975342.00, -91.82, -94.15
30982972.00, -93.89, -91.64
30990600.00, -92.71, -90.11
30998230.00, -89.83, -92.31
31005860.00, -91.48, -92.37
31013488.00, -90.12, -92.41
31021118.00, -90.81, -91.24
31028748.00, -91.71, -93.11
31036376.00, -90.96, -93.57
31044006.00, -92.82, -94.79
31051636.00, -92.71, -93.61
31059266.00, -93.12, -92.13
31066894.00, -93.86, -93.48
31074524.00, -90.79, -95.23
31082154.00, -91.02, -97.40
31089782.00, -88.35, -95.80
31097412.00, -91.40, -92.50
31105042.00, -92.44, -92.49
31112670.00, -90.64, -92.11
31120300.00, -92.26, -93.46
31127930.00, -93.91, -92.04
31135560.00, -90.06, -90.28
31143188.00, -92.58, -91.60
31150818.00, -90.86, -91.36
31158448.00, -89.76, -96.84
31166076.00, -91.84, -96.03
31173706.00, -93.75, -98.38
31181336.00, -92.34, -93.37
31188964.00, -94.02, -93.06
31196594.00, -93.96, -90.27
31204224.00, -90.23, -91.28
31211854.00, -92.86, -94.31
31219482.00, -89.52, -90.04
31227112.00, -93.94, -92.47
31234742.00, -94.94, -92.19
31242370.00, -92.19, -91.06
31250000.00, -92.03, -92.10
31257630.00, -90.45, -95.57
31265258.00, -91.24, -90.36
31272888.00, -92.28, -91.37
31280518.00, -93.83, -91.57
31288146.00, -94.14, -91.83
31295776.00, -91.63, -90.99
31303406.00, -91.67, -89.86
31311036.00, -94.22, -94.07
31318664.00, -90.13, -92.63
31326294.00, -92.77, -96.73
31333924.00, -91.47, -94.13
31341552.00, -93.82, -92.99
31349182.00, -93.68, -92.31
31356812.00, -92.26, -94.22
31364440.00, -93.70, -90.87
31372070.00, -94.96, -93.26
31379700.00, -92.17, -90.94
31387330.00, -92.34, -90.88
31394958.00, -96.10, -90.40
31402588.00, -94.23, -91.92
31410218.00, -92.89, -92.40
31417846.00, -92.91, -90.54
31425476.00, -95.95, -90.51
31433106.00, -92.18, -90.64
31440734.00, -95.61, -90.62
31448364.00, -95.47, -88.51
31455994.00, -91.79, -93.47
31463624.00, -90.25, -90.57
31471252.00, -92.69, -88.73
31478882.00, -92.39, -92.32
31486512.00, -88.12, -89.45
31494140.00, -92.03, -91.62
31501770.00, -91.18, -91.13
31509400.00, -88.92, -91.22
31517028.00, -95.02, -91.90
31524658.00, -92.20, -92.18
31532288.00, -92.80, -94.47
31539916.00, -89.23, -94.00
31547546.00, -88.45, -92.13
31555176.00, -91.11, -92.34
31562806.00, -93.10, -94.48
31570434.00, -90.21, -94.15
31578064.00, -89.48, -93.32
31585694.00, -92.13, -94.53
31593322.00, -91.43, -95.39
31600952.00, -92.02, -92.10
31608582.00, -92.70, -90.99
31616210.00, -94.42, -93.03
31623840.00, -94.88, -93.87
31631470.00, -93.70, -92.48
31639100.00, -90.87, -90.31
31646728.00, -90.91, -92.77
31654358.00, -89.42, -89.94
31661988.00, -92.61, -90.68
31669616.00, -92.77, -90.81
31677246.00, -92.85, -91.10
31684876.00, -90.34, -90.66
31692504.00, -91.31, -88.02
31700134.00, -93.43, -90.17
31707764.00, -91.38, -92.50
31715394.00, -93.59, -91.86
31723022.00, -93.07, -90.96
31730652.00, -93.06, -91.14
31738282.00, -92.21, -88.18
31745910.00, -93.83, -89.82
31753540.00, -93.79, -94.08
31761170.00, -91.22, -94.15
31768798.00, -90.75, -90.62
31776428.00, -90.24, -90.97
31784058.00, -91.53, -89.87
31791688.00, -93.46, -91.67
31799316.00, -92.41, -95.22
31806946.00, -92.85, -93.49
31814576.00, -91.60, -91.58
31822204.00, -93.89, -89.43
31829834.00, -91.08, -90.78
31837464.00, -91.61, -91.57
